,Invoicedate,Distributor,GroupId,Type,Provincename,MatNo,Material Name,New_Volume(L),Points,Month
0,2023-09-06,A,ERW_AMBP2020110207,Reseller,Chachoengsao,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,11676,2,9
1,2023-12-20,A,ERW_AMBP2020110207,Reseller,Chachoengsao,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,5768,2,12
2,2023-08-11,A,ERW_AMBP2020110207,Reseller,Chachoengsao,143160,MOBIL DELVAC SUPER 1400 15W-40 4X6+1L/CAR,11088,2,8
3,2023-03-10,A,ERW_AMBP2020110291,Reseller,Nakhon Ratchasima,143160,MOBIL DELVAC SUPER 1400 15W-40 4X6+1L/CAR,2912,2,3
4,2023-03-10,A,ERW_AMBP2020110291,Reseller,Nakhon Ratchasima,143160,MOBIL DELVAC SUPER 1400 15W-40 4X6+1L/CAR,7168,2,3
5,2023-05-31,B,ERW_BM2U2020110053,Retails,Nakhon Pathom,145438,MOBIL DELVAC LEGEND 20W-50 Standard DEFENSE PAIL20L :TH,112,1,5
6,2023-05-31,B,ERW_BM2U2020110053,Retails,Nakhon Pathom,145500,MOBIL DELVAC MODERN 15W-40 S DEFENSE PAIL20L:TH,8180,2,5
7,2023-09-18,A,ERW_AMBP2020110207,Reseller,Chachoengsao,145498,MOBIL DELVAC Legend 15W40(CH-4) 20L,7840,2,9
8,2023-09-19,A,ERW_AMBP2020110207,Reseller,Chachoengsao,145498,MOBIL DELVAC Legend 15W40(CH-4) 20L,4500,2,9
9,2023-09-25,A,ERW_AMBP2020110207,Reseller,Chachoengsao,145500,MOBIL DELVAC MODERN 15W-40 S DEFENSE PAIL20L:TH,2420,2,9
10,2023-12-20,A,ERW_AMBP2020110207,Reseller,Chachoengsao,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,10360,2,12
11,2023-03-31,C,ERW_C08P2020090096,Reseller,Phetchabun,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,5376,2,3
12,2023-04-19,C,ERW_C08P2020090096,Reseller,Phetchabun,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,13160,2,4
13,2023-03-23,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,141539,MOBIL DELVAC SUPER 1400 15W40 4/6+1,7672,2,3
14,2023-05-17,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,10612,2,5
15,2023-05-30,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,7112,2,5
16,2023-09-06,A,ERW_AMBP2020110207,Reseller,Chachoengsao,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,11032,2,9
17,2023-09-21,A,ERW_AMBP2020110207,Reseller,Chachoengsao,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,8596,2,9
18,2023-06-26,A,ERW_AMBP2020110384,Retails,Rayong,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,11536,2,6
19,2023-04-19,A,ERW_AMBP2020110207,Reseller,Chachoengsao,143877,MOBIL SUPER ALL-IN-ONE Pro TURBOSPEED 5W30 4/7,3724,1,4
20,2023-02-24,A,ERW_ADG22021040108,Retails,Khon Kaen,143160,MOBIL DELVAC SUPER 1400 15W-40 4X6+1L/CAR,6188,2,2
21,2023-10-10,A,ERW_AMBP2020110203,Retails,Trat,143160,MOBIL DELVAC SUPER 1400 15W-40 4X6+1L/CAR,168,2,10
22,2023-06-21,A,ERW_AMBP2020110207,Reseller,Chachoengsao,143160,MOBIL DELVAC SUPER 1400 15W-40 4X6+1L/CAR,7420,2,6
23,2023-10-10,A,ERW_AMBP2020110291,Reseller,Nakhon Ratchasima,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,5740,2,10
24,2023-07-11,A,ERW_AMBP2020110291,Reseller,Nakhon Ratchasima,143160,MOBIL DELVAC SUPER 1400 15W-40 4X6+1L/CAR,12880,2,7
25,2023-10-28,C,ERW_C08P2020090096,Reseller,Phetchabun,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,4928,2,10
26,2023-05-31,B,ERW_BM2U2020110142,Reseller,Suphan Buri,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,11480,2,5
27,2023-03-21,A,ERW_AMBP2020110206,Reseller,Chachoengsao,143629,MOBIL SUPER 2000 TURBOSPEED 10W30 4/7,196,2,3
28,2023-05-12,A,ERW_AMBP2020110207,Reseller,Chachoengsao,143629,MOBIL SUPER 2000 TURBOSPEED 10W30 4/7,1680,2,5
29,2023-06-07,A,ERW_AMBP2020110207,Reseller,Chachoengsao,143629,MOBIL SUPER 2000 TURBOSPEED 10W30 4/7,476,2,6
30,2023-06-07,A,ERW_AMBP2020110207,Reseller,Chachoengsao,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,9548,2,6
31,2023-06-09,A,ERW_AMBP2020110131,Reseller,Lop Buri,143160,MOBIL DELVAC SUPER 1400 15W-40 4X6+1L/CAR,1204,2,6
32,2023-02-20,A,ERW_AMBP2020110131,Reseller,Lop Buri,143160,MOBIL DELVAC SUPER 1400 15W-40 4X6+1L/CAR,7028,2,2
33,2023-04-25,A,ERW_AMBP2020110131,Reseller,Lop Buri,143160,MOBIL DELVAC SUPER 1400 15W-40 4X6+1L/CAR,5740,2,4
34,2023-01-14,A,ERW_AMBP2020110131,Reseller,Lop Buri,143160,MOBIL DELVAC SUPER 1400 15W-40 4X6+1L/CAR,13356,2,1
35,2023-03-13,A,ERW_AMBP2020110207,Reseller,Chachoengsao,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,3472,2,3
36,2023-05-08,A,ERW_AMBP2020110207,Reseller,Chachoengsao,143160,MOBIL DELVAC SUPER 1400 15W-40 4X6+1L/CAR,5684,2,5
37,2023-06-12,A,ERW_AMBP2020110207,Reseller,Chachoengsao,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,11704,2,6
38,2023-09-19,A,ERW_AMBP2020110203,Retails,Trat,143160,MOBIL DELVAC SUPER 1400 15W-40 4X6+1L/CAR,2492,2,9
39,2023-08-30,A,ERW_AMBP2020110203,Retails,Trat,143160,MOBIL DELVAC SUPER 1400 15W-40 4X6+1L/CAR,112,2,8
40,2023-06-21,A,ERW_AMBP2020110203,Retails,Trat,143160,MOBIL DELVAC SUPER 1400 15W-40 4X6+1L/CAR,9632,2,6
41,2023-08-18,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,9800,2,8
42,2023-09-29,B,ERW_BM2U2020110005,Reseller,Bangkok,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,4284,2,9
43,2023-12-23,A,ERW_AMBP2020110131,Reseller,Lop Buri,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,8064,2,12
44,2023-12-14,A,ERW_AMBP2020110131,Reseller,Lop Buri,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,8960,2,12
45,2023-09-29,B,ERW_B4642020110006,Reseller,Kanchanaburi,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,10304,2,9
46,2023-11-27,A,ERW_AMBP2020110207,Reseller,Chachoengsao,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,7644,2,11
47,2023-09-04,A,ERW_AMBP2020110671,Reseller,Chai Nat,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,924,2,9
48,2023-01-10,A,ERW_AMBP2020110523,Retails,Chon Buri,143160,MOBIL DELVAC SUPER 1400 15W-40 4X6+1L/CAR,12348,2,1
49,2023-10-16,A,ERW_AMBP2020110131,Reseller,Lop Buri,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,9800,2,10
50,2023-05-02,A,ERW_AMBP2020110203,Retails,Trat,143160,MOBIL DELVAC SUPER 1400 15W-40 4X6+1L/CAR,4788,2,5
51,2023-07-13,A,ERW_AMBP2020110207,Reseller,Chachoengsao,145575,MOBIL SUPER EVERYDAY PROTECTION TURBOSPEED 15W-40 4x7L/CAR,13356,1,7
52,2023-08-08,A,ERW_AMBP2020110202,Retails,Chachoengsao,143160,MOBIL DELVAC SUPER 1400 15W-40 4X6+1L/CAR,280,2,8
53,2023-09-25,A,ERW_AMBP2020110384,Retails,Rayong,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,12880,2,9
54,2023-04-21,A,ERW_AMBP2020110384,Retails,Rayong,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,28,2,4
55,2023-06-26,A,ERW_AMBP2020110384,Retails,Rayong,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,13104,2,6
56,2023-01-17,A,ERW_AMBP2020110529,Retails,Chon Buri,143629,MOBIL SUPER 2000 TURBOSPEED 10W30 4/7,5096,2,1
57,2023-08-29,D,ERW_DBG72020110038,Reseller,Phuket,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,4284,2,8
58,2023-05-04,D,ERW_DBG72020110038,Reseller,Phuket,143629,MOBIL SUPER 2000 TURBOSPEED 10W30 4/7,56,2,5
59,2023-02-02,D,ERW_DBG72020110038,Reseller,Phuket,143629,MOBIL SUPER 2000 TURBOSPEED 10W30 4/7,7644,2,2
60,2023-02-13,A,ERW_AMBP2020110202,Retails,Chachoengsao,142939,MOBIL DELVAC SUPER 1400 15W-40 18L/PAIL,6696,2,2
61,2023-09-18,A,ERW_AMBP2020110206,Reseller,Chachoengsao,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,6076,2,9
62,2023-12-06,A,ERW_ADG22021040108,Retails,Khon Kaen,145498,MOBIL DELVAC Legend 15W40(CH-4) 20L,3660,2,12
63,2023-08-29,A,ERW_ADG22021040108,Retails,Khon Kaen,145498,MOBIL DELVAC Legend 15W40(CH-4) 20L,3560,2,8
64,2023-05-17,A,ERW_AMBP2020110207,Reseller,Chachoengsao,145500,MOBIL DELVAC MODERN 15W-40 S DEFENSE PAIL20L:TH,7640,2,5
65,2023-12-23,A,ERW_AMBP2020110207,Reseller,Chachoengsao,145500,MOBIL DELVAC MODERN 15W-40 S DEFENSE PAIL20L:TH,1440,2,12
66,2023-09-27,A,ERW_AMBP2020110207,Reseller,Chachoengsao,145570,MOBIL SUPER FRICTION FIGHTER 10W-40 4x4+1L/CAR,8280,2,9
67,2023-01-24,A,ERW_AMBP2020110207,Reseller,Chachoengsao,143507,MOBIL SUPER 2000 10W40 4/4+1,9620,2,1
68,2023-02-09,A,ERW_AMBP2020110207,Reseller,Chachoengsao,143507,MOBIL SUPER 2000 10W40 4/4+1,5820,2,2
69,2023-09-15,A,ERW_A1DS2023040005,Reseller,Udon Thani,143160,MOBIL DELVAC SUPER 1400 15W-40 4X6+1L/CAR,12684,2,9
70,2023-12-19,A,ERW_A1DS2023040005,Reseller,Udon Thani,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,1792,2,12
71,2023-11-21,A,ERW_A1DS2023040005,Reseller,Udon Thani,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,10360,2,11
72,2023-11-21,A,ERW_A1DS2023040005,Reseller,Udon Thani,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,6076,2,11
73,2023-06-26,A,ERW_A1DS2023040005,Reseller,Udon Thani,143160,MOBIL DELVAC SUPER 1400 15W-40 4X6+1L/CAR,7196,2,6
74,2023-12-19,A,ERW_A1DS2023040005,Reseller,Udon Thani,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,756,2,12
75,2023-12-15,A,ERW_A1DS2023040005,Reseller,Udon Thani,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,3052,2,12
76,2023-06-28,A,ERW_ADG22021040108,Retails,Khon Kaen,143160,MOBIL DELVAC SUPER 1400 15W-40 4X6+1L/CAR,3584,2,6
77,2023-08-11,A,ERW_ADG22021040108,Retails,Khon Kaen,143160,MOBIL DELVAC SUPER 1400 15W-40 4X6+1L/CAR,10640,2,8
78,2023-09-28,A,ERW_AMBP2020110142,Reseller,Saraburi,143160,MOBIL DELVAC SUPER 1400 15W-40 4X6+1L/CAR,8848,2,9
79,2023-08-16,A,ERW_AMBP2020110206,Reseller,Chachoengsao,145498,MOBIL DELVAC Legend 15W40(CH-4) 20L,6412,2,8
80,2023-12-20,A,ERW_AMBP2020110207,Reseller,Chachoengsao,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,7364,2,12
81,2023-06-28,A,ERW_AMBP2020110207,Reseller,Chachoengsao,145570,MOBIL SUPER FRICTION FIGHTER 10W-40 4x4+1L/CAR,9100,2,6
82,2023-07-19,A,ERW_AMBP2020110218,Retails,Nakhon Ratchasima,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,11844,2,7
83,2023-09-25,A,ERW_AMBP2020110384,Retails,Rayong,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,4928,2,9
84,2023-12-23,A,ERW_AMBP2020110384,Retails,Rayong,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,6720,2,12
85,2023-06-23,A,ERW_AMBP2020110671,Reseller,Chai Nat,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,4116,2,6
86,2023-09-06,C,ERW_C08P2020090096,Reseller,Phetchabun,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,868,2,9
87,2023-07-26,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,840,2,7
88,2023-04-08,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,141539,MOBIL DELVAC SUPER 1400 15W40 4/6+1,3360,2,4
89,2023-05-04,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,4620,2,5
90,2023-08-10,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,12712,2,8
91,2023-06-30,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,10416,2,6
92,2023-05-17,A,ERW_AMBP2020110207,Reseller,Chachoengsao,142939,MOBIL DELVAC SUPER 1400 15W-40 18L/PAIL,8720,2,5
93,2023-03-01,A,ERW_AMBP2020110206,Reseller,Chachoengsao,142930,MOBIL DELVAC MX 15W-40 18L/PAIL,882,2,3
94,2023-03-29,B,ERW_B4642020110006,Reseller,Kanchanaburi,141539,MOBIL DELVAC SUPER 1400 15W40 4/6+1,7196,2,3
95,2023-05-31,B,ERW_BM2U2020110035,Reseller,Suphan Buri,145500,MOBIL DELVAC MODERN 15W-40 S DEFENSE PAIL20L:TH,2920,2,5
96,2023-04-07,A,ERW_AMBP2020110030,Retails,Bangkok,143160,MOBIL DELVAC SUPER 1400 15W-40 4X6+1L/CAR,10892,2,4
97,2023-03-21,A,ERW_AMBP2020110206,Reseller,Chachoengsao,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,13916,2,3
98,2023-12-15,A,ERW_A1DS2023040005,Reseller,Udon Thani,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,308,2,12
99,2023-12-23,A,ERW_AMBP2020110206,Reseller,Chachoengsao,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,4900,2,12
100,2023-09-27,A,ERW_AMBP2020110202,Retails,Chachoengsao,145498,MOBIL DELVAC Legend 15W40(CH-4) 20L,7020,2,9
101,2023-12-06,A,ERW_AMBP2020110202,Retails,Chachoengsao,145498,MOBIL DELVAC Legend 15W40(CH-4) 20L,1400,2,12
102,2023-10-30,A,ERW_AMBP2020110671,Reseller,Chai Nat,145500,MOBIL DELVAC MODERN 15W-40 S DEFENSE PAIL20L:TH,3976,2,10
103,2023-10-30,A,ERW_AMBP2020110671,Reseller,Chai Nat,145498,MOBIL DELVAC Legend 15W40(CH-4) 20L,2520,2,10
104,2023-08-26,B,ERW_BM2U2020110030,Reseller,Ratchaburi,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,4340,2,8
105,2023-04-17,A,ERW_AMBP2020110671,Reseller,Chai Nat,145500,MOBIL DELVAC MODERN 15W-40 S DEFENSE PAIL20L:TH,6600,2,4
106,2023-09-02,D,ERW_DBG72020110074,Retails,Nakhon Si Thammarat,145500,MOBIL DELVAC MODERN 15W-40 S DEFENSE PAIL20L:TH,2120,2,9
107,2023-09-27,A,ERW_AMBP2020110030,Retails,Bangkok,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,5096,2,9
108,2023-09-28,A,ERW_AMBP2020110142,Reseller,Saraburi,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,12180,2,9
109,2023-12-06,A,ERW_AMBP2020110322,Retails,Khon Kaen,145498,MOBIL DELVAC Legend 15W40(CH-4) 20L,5060,2,12
110,2023-12-09,A,ERW_AMBP2020110322,Retails,Khon Kaen,145498,MOBIL DELVAC Legend 15W40(CH-4) 20L,4920,2,12
111,2023-05-26,A,ERW_AMBP2020110671,Reseller,Chai Nat,145500,MOBIL DELVAC MODERN 15W-40 S DEFENSE PAIL20L:TH,5120,2,5
112,2023-10-26,B,ERW_BM2U2020110053,Retails,Nakhon Pathom,145438,MOBIL DELVAC LEGEND 20W-50 Standard DEFENSE PAIL20L :TH,8800,1,10
113,2023-05-31,B,ERW_BM2U2020110040,Retails,Chai Nat,145498,MOBIL DELVAC Legend 15W40(CH-4) 20L,8540,2,5
114,2023-03-25,B,ERW_BM2U2020110127,Reseller,Kanchanaburi,145500,MOBIL DELVAC MODERN 15W-40 S DEFENSE PAIL20L:TH,5880,2,3
115,2023-03-30,B,ERW_BM2U2020110127,Reseller,Kanchanaburi,145500,MOBIL DELVAC MODERN 15W-40 S DEFENSE PAIL20L:TH,5380,2,3
116,2023-12-13,B,ERW_BM2U2020110035,Reseller,Suphan Buri,145500,MOBIL DELVAC MODERN 15W-40 S DEFENSE PAIL20L:TH,8880,2,12
117,2023-10-31,B,ERW_BM2U2020110035,Reseller,Suphan Buri,145500,MOBIL DELVAC MODERN 15W-40 S DEFENSE PAIL20L:TH,8440,2,10
118,2023-06-28,A,ERW_AJ0E2020120005,Reseller,Chanthaburi,143160,MOBIL DELVAC SUPER 1400 15W-40 4X6+1L/CAR,10248,2,6
119,2023-06-26,A,ERW_AJ0E2020120005,Reseller,Chanthaburi,143160,MOBIL DELVAC SUPER 1400 15W-40 4X6+1L/CAR,7644,2,6
120,2023-12-20,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,13356,2,12
121,2023-08-17,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,616,2,8
122,2023-09-25,A,ERW_AJ0E2020120005,Reseller,Chanthaburi,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,168,2,9
123,2023-09-28,A,ERW_AMBP2020110030,Retails,Bangkok,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,9716,2,9
124,2023-06-08,D,ERW_DBG72020110075,Retails,Chumphon,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,1400,2,6
125,2023-06-20,D,ERW_DBG72020110075,Retails,Chumphon,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,13244,2,6
126,2023-02-10,A,ERW_AMBP2020110291,Reseller,Nakhon Ratchasima,143160,MOBIL DELVAC SUPER 1400 15W-40 4X6+1L/CAR,13720,2,2
127,2023-04-25,A,ERW_ADG22021040108,Retails,Khon Kaen,142939,MOBIL DELVAC SUPER 1400 15W-40 18L/PAIL,1340,2,4
128,2023-02-24,A,ERW_ADG22021040108,Retails,Khon Kaen,142939,MOBIL DELVAC SUPER 1400 15W-40 18L/PAIL,1240,2,2
129,2023-04-05,A,ERW_AMBP2020110217,Retails,Nakhon Ratchasima,142930,MOBIL DELVAC MX 15W-40 18L/PAIL,5620,2,4
130,2023-03-27,A,ERW_ARPA2023060001,Retails,Yasothon,140918,MOBIL GEO 15W-40 18L/PAIL,6380,1,3
131,2023-12-21,B,ERW_BM2U2020110053,Retails,Nakhon Pathom,145438,MOBIL DELVAC LEGEND 20W-50 Standard DEFENSE PAIL20L :TH,6160,1,12
132,2023-03-30,A,ERW_AMBP2020110142,Reseller,Saraburi,143160,MOBIL DELVAC SUPER 1400 15W-40 4X6+1L/CAR,2968,2,3
133,2023-11-18,C,ERW_C08P2020090176,Retails,Chiang Rai,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,6440,2,11
134,2023-05-12,B,ERW_BM2U2020110040,Retails,Chai Nat,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,1204,2,5
135,2023-05-31,B,ERW_BM2U2020110053,Retails,Nakhon Pathom,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,13972,2,5
136,2023-03-29,B,ERW_BM2U2020110005,Reseller,Bangkok,141539,MOBIL DELVAC SUPER 1400 15W40 4/6+1,1204,2,3
137,2023-03-22,D,ERW_DGVG2021110003,Reseller,Phangnga,143160,MOBIL DELVAC SUPER 1400 15W-40 4X6+1L/CAR,168,2,3
138,2023-12-20,B,ERW_BM2U2020110053,Retails,Nakhon Pathom,145500,MOBIL DELVAC MODERN 15W-40 S DEFENSE PAIL20L:TH,4500,2,12
139,2023-07-25,D,ERW_DBG72020110082,Reseller,Songkhla,145500,MOBIL DELVAC MODERN 15W-40 S DEFENSE PAIL20L:TH,460,2,7
140,2023-04-03,A,ERW_AMBP2020110082,Retails,Bangkok,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,6328,2,4
141,2023-12-23,A,ERW_AMBP2020110206,Reseller,Chachoengsao,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,13272,2,12
142,2023-04-03,A,ERW_AMBP2020110400,Retails,Bangkok,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,7252,2,4
143,2023-03-10,A,ERW_AMBP2020110467,Retails,Lop Buri,143160,MOBIL DELVAC SUPER 1400 15W-40 4X6+1L/CAR,11760,2,3
144,2023-12-13,A,ERW_AMBP2020110671,Reseller,Chai Nat,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,11144,2,12
145,2023-04-27,A,ERW_AMBP2020110030,Retails,Bangkok,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,4480,2,4
146,2023-03-29,A,ERW_AMBP2020110030,Retails,Bangkok,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,8484,2,3
147,2023-11-28,A,ERW_AMBP2020110030,Retails,Bangkok,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,5096,2,11
148,2023-12-23,A,ERW_AMBP2020110030,Retails,Bangkok,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,6216,2,12
149,2023-09-28,A,ERW_AMBP2020110142,Reseller,Saraburi,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,7672,2,9
150,2023-09-28,A,ERW_AMBP2020110142,Reseller,Saraburi,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,6552,2,9
151,2023-08-30,A,ERW_AMBP2020110142,Reseller,Saraburi,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,728,2,8
152,2023-03-28,A,ERW_AMBP2020110142,Reseller,Saraburi,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,224,2,3
153,2023-07-21,A,ERW_AMBP2020110142,Reseller,Saraburi,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,13804,2,7
154,2023-06-12,A,ERW_AMBP2020110201,Reseller,Trat,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,28,2,6
155,2023-05-02,A,ERW_AMBP2020110201,Reseller,Trat,143629,MOBIL SUPER 2000 TURBOSPEED 10W30 4/7,7840,2,5
156,2023-02-09,A,ERW_AMBP2020110201,Reseller,Trat,143629,MOBIL SUPER 2000 TURBOSPEED 10W30 4/7,1848,2,2
157,2023-03-21,A,ERW_AMBP2020110206,Reseller,Chachoengsao,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,3752,2,3
158,2023-06-12,A,ERW_AMBP2020110201,Reseller,Trat,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,6916,2,6
159,2023-06-12,A,ERW_AMBP2020110201,Reseller,Trat,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,12908,2,6
160,2023-05-02,A,ERW_AMBP2020110201,Reseller,Trat,143629,MOBIL SUPER 2000 TURBOSPEED 10W30 4/7,7308,2,5
161,2023-05-02,A,ERW_AMBP2020110201,Reseller,Trat,143629,MOBIL SUPER 2000 TURBOSPEED 10W30 4/7,4956,2,5
162,2023-09-21,A,ERW_AMBP2020110503,Retails,Chon Buri,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,7056,2,9
163,2023-04-17,A,ERW_AMBP2020110671,Reseller,Chai Nat,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,10416,2,4
164,2023-04-17,A,ERW_AMBP2020110671,Reseller,Chai Nat,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,9912,2,4
165,2023-07-26,A,ERW_AMBP2020110740,Retails,Ubon Ratchathani,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,8624,2,7
166,2023-07-12,A,ERW_AMBP2020110745,Retails,Chon Buri,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,672,2,7
167,2023-08-03,A,ERW_AMBP2020110745,Retails,Chon Buri,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,7784,2,8
168,2023-07-10,B,ERW_BM2U2020110005,Reseller,Bangkok,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,1204,2,7
169,2023-01-26,D,ERW_DBG72020110028,Reseller,Chumphon,143160,MOBIL DELVAC SUPER 1400 15W-40 4X6+1L/CAR,2296,2,1
170,2023-05-23,D,ERW_DBG72020110028,Reseller,Chumphon,143160,MOBIL DELVAC SUPER 1400 15W-40 4X6+1L/CAR,5320,2,5
171,2023-09-28,D,ERW_DBG72020110028,Reseller,Chumphon,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,3164,2,9
172,2023-07-11,D,ERW_DBG72020110035,Retails,Nakhon Si Thammarat,142931,MOBIL DELVAC MX 15W40 4/6+1,13944,2,7
173,2023-05-04,D,ERW_DBG72020110038,Reseller,Phuket,143160,MOBIL DELVAC SUPER 1400 15W-40 4X6+1L/CAR,9884,2,5
